"","SampleID","Type","CorrectName","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"123","BLAR","Right","Black River (Placentia)","BLA",4,"2020","September","3","9/3/2020",47.886951,-54.163402,"12Steleo","Salmo salar",790114,38299,"0.04847",38291,"0.04846","0.86","Sample",1315,"APC0235 Salmo salar qPCR 02","34.92621613","34.54723358","35.29120255",34.92155075,"0.372006423",9.450597,11.985749,7.51735,9.651232,"Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","BLAR","Right","Black River (Placentia)","BLA",4,"2020","September","3","9/3/2020",47.886951,-54.163402,"FISHE","Salmo salar",2015,630,"0.3127",413,"0.205","0.86","Sample",1315,"APC0235 Salmo salar qPCR 02","34.92621613","34.54723358","35.29120255",34.92155075,"0.372006423",9.450597,11.985749,7.51735,9.651232,"Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","BLAR","Right","Black River (Placentia)","BLA",4,"2020","September","3","9/3/2020",47.886951,-54.163402,"MIFISHU","Salmo salar",1117894,930427,"0.8323",930425,"0.8323","0.86","Sample",1315,"APC0235 Salmo salar qPCR 02","34.92621613","34.54723358","35.29120255",34.92155075,"0.372006423",9.450597,11.985749,7.51735,9.651232,"Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","BLBC","Center","Baie de Loup Brook (Near Burgeo)","BLB",3,"2020","August","21","8/21/2020",47.662659,-57.515576,"12Steleo","Salmo salar",1009298,26,"2.576e-05",21,"2.081e-05","1.03","Sample",1522,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","BLBC","Center","Baie de Loup Brook (Near Burgeo)","BLB",3,"2020","August","21","8/21/2020",47.662659,-57.515576,"FISHE","Salmo salar",1034,0,"0",0,"0","1.03","Sample",1522,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","BLBC","Center","Baie de Loup Brook (Near Burgeo)","BLB",3,"2020","August","21","8/21/2020",47.662659,-57.515576,"MIFISHU","Salmo salar",841583,0,"0",0,"0","1.03","Sample",1522,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","BLBL","Left","Baie de Loup Brook (Near Burgeo)","BLB",2,"2020","August","21","8/21/2020",47.662714,-57.515624,"12Steleo","Salmo salar",1159863,12,"1.035e-05",7,"6.035e-06","1.01","Sample",2150,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","BLBL","Left","Baie de Loup Brook (Near Burgeo)","BLB",2,"2020","August","21","8/21/2020",47.662714,-57.515624,"FISHE","Salmo salar",1751,0,"0",0,"0","1.01","Sample",2150,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","BLBL","Left","Baie de Loup Brook (Near Burgeo)","BLB",2,"2020","August","21","8/21/2020",47.662714,-57.515624,"MIFISHU","Salmo salar",688611,1,"1.452e-06",0,"0","1.01","Sample",2150,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","BLBR","Right","Baie de Loup Brook (Near Burgeo)","BLB",4,"2020","August","21","8/21/2020",47.662585,-57.515523,"12Steleo","Salmo salar",465752,6,"1.288e-05",0,"0","1.02","Sample",948,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","BLBR","Right","Baie de Loup Brook (Near Burgeo)","BLB",4,"2020","August","21","8/21/2020",47.662585,-57.515523,"FISHE","Salmo salar",2171,0,"0",0,"0","1.02","Sample",948,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","BLBR","Right","Baie de Loup Brook (Near Burgeo)","BLB",4,"2020","August","21","8/21/2020",47.662585,-57.515523,"MIFISHU","Salmo salar",196510,0,"0",0,"0","1.02","Sample",948,"APC0235 Salmo_salar COI 96-well qPCR 05 R2","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","BLD2019C1","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"12Steleo","Salmo salar",1471732,7,"4.756e-06",2,"1.359e-06","1","Sample",1195,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","BLD2019C1","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"FISHE","Salmo salar",16672,0,"0",0,"0","1","Sample",1195,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","BLD2019C1","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"MIFISHU","Salmo salar",1237295,4,"3.233e-06",2,"1.616e-06","1","Sample",1195,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","BLD2019C2","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"12Steleo","Salmo salar",1209253,7,"5.789e-06",2,"1.654e-06","1.02","Sample",681,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,NA,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","BLD2019C2","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"FISHE","Salmo salar",9593,0,"0",0,"0","1.02","Sample",681,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,NA,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","BLD2019C2","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"MIFISHU","Salmo salar",1037654,2,"1.927e-06",0,"0","1.02","Sample",681,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,NA,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","BLD2019C3","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"12Steleo","Salmo salar",1345309,4,"2.973e-06",0,"0","1.03","Sample",396,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","BLD2019C3","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"FISHE","Salmo salar",21642,0,"0",0,"0","1.03","Sample",396,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","BLD2019C3","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"MIFISHU","Salmo salar",1172473,4,"3.412e-06",2,"1.706e-06","1.03","Sample",396,"APC0235 Salmo_salar COI 96-well qPCR 01","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","BRBC","Center","Broadcove Brook","BRB",3,"2020","September","6","9/6/2020",47.840301,-53.098675,"12Steleo","Salmo salar",75,2,"0.02667",0,"0","1.04","Sample",1342,"APC0235 Salmo salar qPCR 03","37.56703949","Undetermined","Undetermined",37.56703949,"",1.4184469,NA,NA,1.4184469,"Not Detected/Inconclusive",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","BRBC","Center","Broadcove Brook","BRB",3,"2020","September","6","9/6/2020",47.840301,-53.098675,"FISHE","Salmo salar",1723,0,"0",0,"0","1.04","Sample",1342,"APC0235 Salmo salar qPCR 03","37.56703949","Undetermined","Undetermined",37.56703949,"",1.4184469,NA,NA,1.4184469,"Not Detected/Inconclusive",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","BRBC","Center","Broadcove Brook","BRB",3,"2020","September","6","9/6/2020",47.840301,-53.098675,"MIFISHU","Salmo salar",778131,2,"2.57e-06",0,"0","1.04","Sample",1342,"APC0235 Salmo salar qPCR 03","37.56703949","Undetermined","Undetermined",37.56703949,"",1.4184469,NA,NA,1.4184469,"Not Detected/Inconclusive",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","BRBL","Left","Broadcove Brook","BRB",2,"2020","September","6","9/6/2020",47.840284,-53.098669,"12Steleo","Salmo salar",122151,1977,"0.01618",1972,"0.01614","1.03","Sample",1481,"APC0235 Salmo salar qPCR 03","35.87063217","36.05175018","38.25694656",36.72644297,"1.328545018",4.263258,3.7906637,0.9066625,2.9868614,"Detected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","BRBL","Left","Broadcove Brook","BRB",2,"2020","September","6","9/6/2020",47.840284,-53.098669,"FISHE","Salmo salar",3452,55,"0.01593",0,"0","1.03","Sample",1481,"APC0235 Salmo salar qPCR 03","35.87063217","36.05175018","38.25694656",36.72644297,"1.328545018",4.263258,3.7906637,0.9066625,2.9868614,"Detected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","BRBL","Left","Broadcove Brook","BRB",2,"2020","September","6","9/6/2020",47.840284,-53.098669,"MIFISHU","Salmo salar",293772,1,"3.404e-06",0,"0","1.03","Sample",1481,"APC0235 Salmo salar qPCR 03","35.87063217","36.05175018","38.25694656",36.72644297,"1.328545018",4.263258,3.7906637,0.9066625,2.9868614,"Detected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","BRBR","Right","Broadcove Brook","BRB",4,"2020","September","6","9/6/2020",47.840372,-53.09867,"12Steleo","Salmo salar",672883,4,"5.945e-06",0,"0","0.96","Sample",1037,"APC0235 Salmo salar qPCR 03","37.9155159","37.0921936","35.62913132",36.87894694,"1.158013048",1.131454,1.9301511,4.986314,2.6826397,"Suspected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","BRBR","Right","Broadcove Brook","BRB",4,"2020","September","6","9/6/2020",47.840372,-53.09867,"FISHE","Salmo salar",3403,576,"0.1693",359,"0.1055","0.96","Sample",1037,"APC0235 Salmo salar qPCR 03","37.9155159","37.0921936","35.62913132",36.87894694,"1.158013048",1.131454,1.9301511,4.986314,2.6826397,"Suspected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","BRBR","Right","Broadcove Brook","BRB",4,"2020","September","6","9/6/2020",47.840372,-53.09867,"MIFISHU","Salmo salar",936750,1,"1.068e-06",0,"0","0.96","Sample",1037,"APC0235 Salmo salar qPCR 03","37.9155159","37.0921936","35.62913132",36.87894694,"1.158013048",1.131454,1.9301511,4.986314,2.6826397,"Suspected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","BVRC1","Center","Bellevue","BVR",3,"2020","September","6","9/6/2020",47.604805,-53.762676,"12Steleo","Salmo salar",1363665,833845,"0.6115",833840,"0.6115","1.01","Sample",1967,"APC0235 Salmo salar qPCR 03","33.48619461","34.317276","34.32462692",34.04269918,"0.481961108",20.02206,11.677997,11.622442,14.440833,"Detected",NA,NA,NA,1,NA,NA,NA,10.4,0.3,0.7,19.8,766.3,NA,"79.5",7.2,24.8,41.6,NA,194.5,NA,NA,NA,NA,"Y",NA,NA,0.3,0.3,0.4,0.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,1.4,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","BVRC1","Center","Bellevue","BVR",3,"2020","September","6","9/6/2020",47.604805,-53.762676,"FISHE","Salmo salar",5728,1916,"0.3345",1699,"0.2966","1.01","Sample",1967,"APC0235 Salmo salar qPCR 03","33.48619461","34.317276","34.32462692",34.04269918,"0.481961108",20.02206,11.677997,11.622442,14.440833,"Detected",NA,NA,NA,1,NA,NA,NA,10.4,0.3,0.7,19.8,766.3,NA,"79.5",7.2,24.8,41.6,NA,194.5,NA,NA,NA,NA,"Y",NA,NA,0.3,0.3,0.4,0.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,1.4,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
