"","SampleID","Type","Name","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"113","BIRL","Left","Burnt Island River","BIR",2,"2020","August","22","8/22/2020",47.610467,-58.870709,"MIFISHU","Oncorhynchus gorbuscha",1163753,0,"0",0,"0","0.98","Sample",2700,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,7.7,0.1,0.3,20.4,759.3,NA,"80.7",7.3,24.5,83.2,NA,246.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","BIRR","Right","Burnt Island River","BIR",4,"2020","August","22","8/22/2020",47.610439,-58.870696,"12Steleo","Oncorhynchus gorbuscha",838125,0,"0",0,"0","0.98","Sample",1062,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,7.7,0.1,0.3,20.4,759.3,NA,"80.7",7.3,24.5,83.2,NA,246.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","BIRR","Right","Burnt Island River","BIR",4,"2020","August","22","8/22/2020",47.610439,-58.870696,"FISHE","Oncorhynchus gorbuscha",949,0,"0",0,"0","0.98","Sample",1062,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,7.7,0.1,0.3,20.4,759.3,NA,"80.7",7.3,24.5,83.2,NA,246.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","BIRR","Right","Burnt Island River","BIR",4,"2020","August","22","8/22/2020",47.610439,-58.870696,"MIFISHU","Oncorhynchus gorbuscha",843406,0,"0",0,"0","0.98","Sample",1062,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,7.7,0.1,0.3,20.4,759.3,NA,"80.7",7.3,24.5,83.2,NA,246.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","BLAC","Center","Black River (Placentia)","BLA",3,"2020","September","3","9/3/2020",47.886787,-54.163463,"12Steleo","Oncorhynchus gorbuscha",1634157,0,"0",0,"0","1","Sample",2325,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","BLAC","Center","Black River (Placentia)","BLA",3,"2020","September","3","9/3/2020",47.886787,-54.163463,"FISHE","Oncorhynchus gorbuscha",1979,0,"0",0,"0","1","Sample",2325,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","BLAC","Center","Black River (Placentia)","BLA",3,"2020","September","3","9/3/2020",47.886787,-54.163463,"MIFISHU","Oncorhynchus gorbuscha",511222,0,"0",0,"0","1","Sample",2325,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","BLAL","Left","Black River (Placentia)","BLA",2,"2020","September","3","9/3/2020",47.886811,-54.163537,"12Steleo","Oncorhynchus gorbuscha",1119365,0,"0",0,"0","1","Sample",1700,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","BLAL","Left","Black River (Placentia)","BLA",2,"2020","September","3","9/3/2020",47.886811,-54.163537,"FISHE","Oncorhynchus gorbuscha",4121,0,"0",0,"0","1","Sample",1700,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","BLAL","Left","Black River (Placentia)","BLA",2,"2020","September","3","9/3/2020",47.886811,-54.163537,"MIFISHU","Oncorhynchus gorbuscha",929057,0,"0",0,"0","1","Sample",1700,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","BLAR","Right","Black River (Placentia)","BLA",4,"2020","September","3","9/3/2020",47.886951,-54.163402,"12Steleo","Oncorhynchus gorbuscha",790114,0,"0",0,"0","0.86","Sample",1315,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","BLAR","Right","Black River (Placentia)","BLA",4,"2020","September","3","9/3/2020",47.886951,-54.163402,"FISHE","Oncorhynchus gorbuscha",2015,0,"0",0,"0","0.86","Sample",1315,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","BLAR","Right","Black River (Placentia)","BLA",4,"2020","September","3","9/3/2020",47.886951,-54.163402,"MIFISHU","Oncorhynchus gorbuscha",1117894,0,"0",0,"0","0.86","Sample",1315,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,17.9,0.5,1.5,18.7,NA,NA,NA,NA,NA,11.4,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.7,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","BLBC","Center","Baie de Loup Brook (Near Burgeo)","BLB",3,"2020","August","21","8/21/2020",47.662659,-57.515576,"12Steleo","Oncorhynchus gorbuscha",1009298,0,"0",0,"0","1.03","Sample",1522,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","BLBC","Center","Baie de Loup Brook (Near Burgeo)","BLB",3,"2020","August","21","8/21/2020",47.662659,-57.515576,"FISHE","Oncorhynchus gorbuscha",1034,0,"0",0,"0","1.03","Sample",1522,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","BLBC","Center","Baie de Loup Brook (Near Burgeo)","BLB",3,"2020","August","21","8/21/2020",47.662659,-57.515576,"MIFISHU","Oncorhynchus gorbuscha",841583,0,"0",0,"0","1.03","Sample",1522,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","BLBL","Left","Baie de Loup Brook (Near Burgeo)","BLB",2,"2020","August","21","8/21/2020",47.662714,-57.515624,"12Steleo","Oncorhynchus gorbuscha",1159863,0,"0",0,"0","1.01","Sample",2150,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","BLBL","Left","Baie de Loup Brook (Near Burgeo)","BLB",2,"2020","August","21","8/21/2020",47.662714,-57.515624,"FISHE","Oncorhynchus gorbuscha",1751,0,"0",0,"0","1.01","Sample",2150,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","BLBL","Left","Baie de Loup Brook (Near Burgeo)","BLB",2,"2020","August","21","8/21/2020",47.662714,-57.515624,"MIFISHU","Oncorhynchus gorbuscha",688611,0,"0",0,"0","1.01","Sample",2150,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","BLBR","Right","Baie de Loup Brook (Near Burgeo)","BLB",4,"2020","August","21","8/21/2020",47.662585,-57.515523,"12Steleo","Oncorhynchus gorbuscha",465752,0,"0",0,"0","1.02","Sample",948,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","BLBR","Right","Baie de Loup Brook (Near Burgeo)","BLB",4,"2020","August","21","8/21/2020",47.662585,-57.515523,"FISHE","Oncorhynchus gorbuscha",2171,0,"0",0,"0","1.02","Sample",948,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","BLBR","Right","Baie de Loup Brook (Near Burgeo)","BLB",4,"2020","August","21","8/21/2020",47.662585,-57.515523,"MIFISHU","Oncorhynchus gorbuscha",196510,0,"0",0,"0","1.02","Sample",948,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,15.4,0.4,0.5,18.5,757,NA,"85.2",8,14.9,70.1,NA,244.4,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.2,0.3,0.2,0.4,0.2,0.3,0.5,0.4,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.4,0.7,0.5,0.2,0.4,0.5,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","BLD2019C1","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"12Steleo","Oncorhynchus gorbuscha",1471732,0,"0",0,"0","1","Sample",1195,"APC0235 pink salmon qPCR 01","36.96156311","Undetermined","38.055336",37.50844955,0.773414226,0.9529619,NA,0.44184747,0.697404685,"Suspected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","BLD2019C1","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"FISHE","Oncorhynchus gorbuscha",16672,122,"0.007318",122,"0.007318","1","Sample",1195,"APC0235 pink salmon qPCR 01","36.96156311","Undetermined","38.055336",37.50844955,0.773414226,0.9529619,NA,0.44184747,0.697404685,"Suspected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","BLD2019C1","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"MIFISHU","Oncorhynchus gorbuscha",1237295,37209,"0.03007",37209,"0.03007","1","Sample",1195,"APC0235 pink salmon qPCR 01","36.96156311","Undetermined","38.055336",37.50844955,0.773414226,0.9529619,NA,0.44184747,0.697404685,"Suspected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","BLD2019C2","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"12Steleo","Oncorhynchus gorbuscha",1209253,0,"0",0,"0","1.02","Sample",681,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","118",0.8,12,NA,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","BLD2019C2","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"FISHE","Oncorhynchus gorbuscha",9593,0,"0",0,"0","1.02","Sample",681,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","118",0.8,12,NA,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","BLD2019C2","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"MIFISHU","Oncorhynchus gorbuscha",1037654,0,"0",0,"0","1.02","Sample",681,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","118",0.8,12,NA,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","BLD2019C3","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"12Steleo","Oncorhynchus gorbuscha",1345309,0,"0",0,"0","1.03","Sample",396,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","BLD2019C3","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"FISHE","Oncorhynchus gorbuscha",21642,0,"0",0,"0","1.03","Sample",396,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","BLD2019C3","Center","Black Duck","BLD",3,"2019","August","30","8/30/2019",57.92516,-62.66931,"MIFISHU","Oncorhynchus gorbuscha",1172473,0,"0",0,"0","1.03","Sample",396,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","118",0.8,12,1,"13:52","14:37","0:45",NA,54.6,5.5,13.3,750.9,NA,"99.9",10.48,30.1,-25.5,7.45,268.3,NA,NA,60,"warm breeze","yes",NA,"saw charr and trout up river from sample sites also 2 black bears in area",23,48,69,64,72.5,74,52.5,59,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,6.3,6.5,6.4,6.2,6.7,5.4,6.6,6.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","BRBC","Center","Broadcove Brook","BRB",3,"2020","September","6","9/6/2020",47.840301,-53.098675,"12Steleo","Oncorhynchus gorbuscha",75,0,"0",0,"0","1.04","Sample",1342,"APC0235 pink salmon qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","BRBC","Center","Broadcove Brook","BRB",3,"2020","September","6","9/6/2020",47.840301,-53.098675,"FISHE","Oncorhynchus gorbuscha",1723,0,"0",0,"0","1.04","Sample",1342,"APC0235 pink salmon qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,12.7,0.1,0.6,18.9,765.2,NA,"85",7.8,19.5,10,NA,171.4,NA,NA,NA,NA,"Y",NA,NA,0.2,0.2,0.2,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
